Event.Nr,CDA.nSCR,CDA.Latency,CDA.AmpSum,CDA.SCR,CDA.ISCR,CDA.PhasicMax,CDA.Tonic,TTP.nSCR,TTP.Latency,TTP.AmpSum,Global.Mean,Global.MaxDeflection,Event.NID,Event.Name,Condition,group,sub
1,5,0.8435,0.2852,0.0003,0.1339,8.1296,2.3324,1,3.9335,0.5884,2.4822,0.5884,5,5,CSplusUS1,HC,189
2,4,0.7335,0.1033,0.0012,0.4737,0.3046,4.0029,0,   NaN,0.0,4.3933,0.0,5,5,CSminus1,HC,189
3,3,2.9835,0.0783,0.0008,0.3237,0.1352,3.9579,1,2.8335,0.026,3.99,0.0154,5,5,CSplus1,HC,189
4,1,3.4935,0.1772,0.0002,0.0993,7.0748,3.8756,1,3.5335,0.5186,3.9212,0.5186,5,5,CSplusUS1,HC,189
5,0,   NaN,0.0,0.0004,0.1532,0.1604,4.2513,0,   NaN,0.0,4.3461,0.0,5,5,CSminus1,HC,189
6,0,   NaN,0.0,0.0001,0.058,0.0287,4.221,0,   NaN,0.0,4.2249,0.0001,5,5,CSplus1,HC,189
7,0,   NaN,0.0,0.0001,0.0355,0.0224,4.1349,0,   NaN,0.0,4.146,0.0,5,5,CSplus1,HC,189
8,0,   NaN,0.0,0.0002,0.0685,0.0338,4.0652,0,   NaN,0.0,4.079,0.0001,5,5,CSminus1,HC,189
9,2,2.6025,0.2063,0.0008,0.3132,7.1182,4.0137,3,1.9025,4.6952,4.0316,0.5202,5,5,CSplusUS1,HC,189
10,0,   NaN,0.0,0.0,0.0,0.1275,6.0637,0,   NaN,0.0,6.3772,0.0,5,5,CSminus1,HC,189
11,3,1.3525,0.2062,0.0006,0.2282,6.6907,5.5219,1,3.5325,0.4897,5.6289,0.4897,5,5,CSplusUS1,HC,189
12,4,0.9925,0.127,0.0015,0.6094,0.348,6.4467,0,   NaN,0.0,6.9818,0.0,5,5,CSplus1,HC,189
13,5,0.5925,0.067,0.0007,0.2823,0.118,6.1261,0,   NaN,0.0,6.1796,0.0,5,5,CSminus1,HC,189
14,0,   NaN,0.0,0.0002,0.0926,0.0713,5.8406,0,   NaN,0.0,5.8735,0.0,5,5,CSplus1,HC,189
15,1,2.8425,0.011,0.0003,0.102,0.099,5.7183,0,   NaN,0.0,5.7428,0.0027,5,5,CSminus1,HC,189
16,0,   NaN,0.0,0.0001,0.0552,0.0531,5.6756,0,   NaN,0.0,5.7032,0.0004,5,5,CSminus1,HC,189
17,1,3.1825,0.1756,0.002,0.7992,0.484,5.6143,1,2.1325,0.3265,5.6536,0.1804,5,5,CSplus1,HC,189
18,2,0.7225,0.183,0.0001,0.0324,6.5785,5.7679,2,3.5325,5.0034,5.876,0.4892,5,5,CSplusUS1,HC,189
19,4,0.8015,0.0865,0.0011,0.4211,0.3142,7.0293,0,   NaN,0.0,7.6599,0.0,5,5,CSminus1,HC,189
20,2,3.0515,0.3701,0.0044,1.7409,0.9473,6.7172,1,2.0815,0.3975,6.8108,0.3015,5,5,CSplus1,HC,189
21,0,   NaN,0.0,0.0,0.0,0.077,6.7307,0,   NaN,0.0,6.7791,0.0001,5,5,CSplus1,HC,189
22,0,   NaN,0.0,0.0003,0.1035,0.0965,6.6398,0,   NaN,0.0,6.6942,0.0,5,5,CSminus1,HC,189
23,0,   NaN,0.0,0.0001,0.0345,0.0574,6.4314,0,   NaN,0.0,6.4478,0.0001,5,5,CSplus1,HC,189
24,2,2.1015,0.1691,0.0004,0.1625,6.3557,6.4898,1,3.5315,0.4735,6.6585,0.4735,5,5,CSplusUS1,HC,189
25,1,1.1815,0.0112,0.0004,0.1619,0.1808,7.2567,0,   NaN,0.0,7.519,0.0,5,5,CSminus1,HC,189
26,3,1.9415,0.0439,0.0007,0.2882,0.1385,6.775,0,   NaN,0.0,6.8215,0.0,5,5,CSplus1,HC,189
27,0,   NaN,0.0,0.0002,0.0938,0.0754,6.4831,0,   NaN,0.0,6.5212,0.0,5,5,CSminus1,HC,189
28,0,   NaN,0.0,0.0002,0.0876,0.0622,6.298,0,   NaN,0.0,6.3119,0.0002,5,5,CSplus1,HC,189
29,0,   NaN,0.0,0.0001,0.0565,0.035,6.1652,0,   NaN,0.0,6.1915,0.0,5,5,CSplus1,HC,189
30,0,   NaN,0.0,0.0001,0.0453,0.0297,6.0536,0,   NaN,0.0,6.0767,0.0,5,5,CSminus1,HC,189
1,2,2.2365,0.0396,0.0002,0.0939,0.1904,6.2519,2,1.9165,5.0998,6.524,0.2579,5,5,CSplusUS1,VCC,86
2,2,0.6375,1.2452,0.0138,5.5397,3.481,11.2473,1,4.4375,0.2248,12.3195,1.3175,5,5,CSplus1,VCC,86
3,3,2.0075,1.5553,0.0122,4.8881,4.2412,12.365,2,1.3775,1.4488,12.9033,1.0453,5,5,CSminus1,VCC,86
4,2,1.8675,0.9728,0.0094,3.7576,2.7775,12.7751,2,1.3275,0.9865,13.0972,0.9698,5,5,CSplusUS1,VCC,86
5,2,2.1475,1.2911,0.0118,4.7287,3.8221,13.0924,2,1.6375,1.026,13.5429,0.9859,5,5,CSminus1,VCC,86
6,2,1.7275,1.0697,0.0118,4.7016,3.1346,12.9934,2,1.3675,0.9198,13.5125,0.8065,5,5,CSplus1,VCC,86
7,4,0.7075,1.1633,0.0104,4.1626,2.5916,12.9449,2,3.7275,0.2593,13.4477,1.0487,5,5,CSplusUS1,VCC,86
8,2,2.0475,0.8115,0.0079,3.1415,3.4908,13.0012,1,1.5975,0.7697,13.3962,0.7697,5,5,CSminus1,VCC,86
9,1,2.2175,0.8594,0.009,3.5919,3.8571,12.9009,1,1.6275,0.8595,13.3062,0.8595,5,5,CSplus1,VCC,86
10,3,2.2575,1.1251,0.0106,4.2296,2.141,12.8896,1,1.3875,0.9562,13.2871,0.942,5,5,CSminus1,VCC,86
11,1,2.2775,0.6159,0.0049,1.9431,2.962,12.8586,2,1.6975,0.6859,13.1382,0.6487,5,5,CSplusUS1,VCC,86
12,1,2.1375,0.705,0.0061,2.4307,3.3727,12.9816,1,1.6875,0.7136,13.332,0.7136,5,5,CSplus1,VCC,86
13,3,2.0375,1.0578,0.007,2.7801,2.8536,12.9603,1,1.7575,0.8528,13.1989,0.4547,5,5,CSminus1,VCC,86
14,2,2.1375,1.0575,0.0088,3.5392,2.3619,12.99,2,1.7275,0.8316,13.3037,0.6437,5,5,CSplus1,VCC,86
15,1,1.9675,0.7432,0.0071,2.8227,3.0585,12.9837,1,1.4775,0.7591,13.3624,0.7591,5,5,CSminus1,VCC,86
16,2,2.2175,1.0005,0.0091,3.6494,2.4575,13.0165,1,1.6975,0.8338,13.2894,0.7462,5,5,CSplus1,VCC,86
17,3,1.9175,0.7968,0.0076,3.0275,2.7848,13.0353,3,1.3775,0.85,13.416,0.7583,5,5,CSplusUS1,VCC,86
18,1,3.0475,0.2263,0.002,0.8072,1.1397,13.0891,1,2.3475,0.2218,13.1651,0.2222,5,5,CSminus1,VCC,86
19,1,2.4075,0.5967,0.0048,1.9233,2.8566,13.1067,1,1.9175,0.6038,13.3669,0.6038,5,5,CSminus1,VCC,86
20,1,2.3575,0.3488,0.003,1.1828,1.665,13.1009,1,1.8675,0.3487,13.2681,0.3487,5,5,CSplus1,VCC,86
21,2,2.2375,0.6615,0.0068,2.7008,1.8779,13.0554,1,1.5975,0.8182,13.2443,0.6229,5,5,CSplus1,VCC,86
22,2,2.0775,0.8254,0.008,3.2162,2.1633,13.1019,1,1.5675,0.7203,13.3976,0.7187,5,5,CSminus1,VCC,86
23,1,2.3075,0.5014,0.0059,2.3661,2.0016,13.1411,2,1.6975,0.7,13.3717,0.5146,5,5,CSplus1,VCC,86
24,1,3.9875,0.5055,0.0044,1.757,2.2361,13.2234,1,3.4275,0.5948,13.2598,0.3385,5,5,CSminus1,VCC,86
25,1,3.7575,0.0912,0.0007,0.2943,1.0289,13.2811,4,3.3775,0.1353,13.4434,0.1618,5,5,CSplusUS1,VCC,86
26,1,2.9175,0.2915,0.0024,0.946,1.4607,13.3659,1,2.3275,0.2949,13.4673,0.2949,5,5,CSplus1,VCC,86
27,1,2.2375,0.033,0.0002,0.0772,0.196,13.3427,1,2.0175,0.0222,13.3719,0.0223,5,5,CSminus1,VCC,86
28,0,   NaN,0.0,0.0002,0.075,0.3324,13.2479,1,4.3075,0.3096,13.2539,0.0043,5,5,CSplus1,VCC,86
29,1,2.4475,0.0763,0.0006,0.2589,0.4034,13.2469,1,2.0275,0.0735,13.2805,0.0735,5,5,CSplus1,VCC,86
30,1,2.2875,0.0176,0.0007,0.2628,0.5789,13.2043,2,1.5675,0.1711,13.2168,0.0223,5,5,CSminus1,VCC,86
1,1,2.5425,3.395,0.0479,19.1684,10.7703,10.8324,1,1.2025,4.0402,12.8916,4.0185,4,4,CSplusUS1,VPTSD,205
2,2,0.5035,1.5046,0.0117,4.6891,6.1089,13.9699,0,   NaN,0.0,15.2389,0.6863,2,2,CSminus1,VPTSD,205
3,2,0.6445,1.4405,0.0142,5.677,3.49,14.5523,1,2.7045,0.3636,15.4666,0.7238,2,2,CSplus1,VPTSD,205
4,1,2.0225,2.771,0.0384,15.3437,9.6862,15.0246,1,1.2325,2.8928,16.7385,2.8928,4,4,CSplusUS1,VPTSD,205
5,2,0.5945,0.3731,0.0031,1.2278,1.0725,15.7784,1,3.2045,0.083,16.1345,0.0896,2,2,CSminus1,VPTSD,205
6,2,1.1645,0.7925,0.0068,2.7238,3.473,15.4698,2,0.8645,0.7514,15.6146,0.6138,2,2,CSplus1,VPTSD,205
7,2,1.5345,1.1198,0.0126,5.0214,3.9024,15.2444,2,1.0545,0.9796,15.6041,0.9306,2,2,CSplus1,VPTSD,205
8,2,2.7445,0.3802,0.0054,2.1585,2.1011,15.0802,4,2.3745,0.1436,15.547,0.1112,2,2,CSminus1,VPTSD,205
9,1,2.0025,2.5243,0.0327,13.0944,10.3209,14.978,1,1.2525,2.5779,16.4987,2.5779,4,4,CSplusUS1,VPTSD,205
10,1,3.2245,0.2525,0.003,1.1949,1.2518,15.2724,1,2.6045,0.2244,15.4962,0.2244,2,2,CSminus1,VPTSD,205
11,1,2.0125,2.9055,0.0397,15.8652,10.7538,15.0412,1,0.6225,2.9685,16.8262,2.9697,4,4,CSplusUS1,VPTSD,205
12,3,0.7255,0.5376,0.0053,2.1219,1.2954,15.5611,1,3.4855,0.0586,16.0426,0.143,2,2,CSplus1,VPTSD,205
13,1,2.3155,0.13,0.0016,0.6336,0.5882,15.3387,1,1.8455,0.0825,15.4405,0.096,2,2,CSminus1,VPTSD,205
14,2,1.6255,0.3598,0.0041,1.656,1.4603,15.0353,2,2.9055,0.3113,15.1248,0.3173,2,2,CSplus1,VPTSD,205
15,1,3.0055,0.0324,0.0032,1.2637,2.0877,14.7923,0,   NaN,0.0,15.1566,0.1876,2,2,CSminus1,VPTSD,205
16,1,3.7355,0.0619,0.0007,0.2985,0.2912,14.5235,2,3.3455,0.0313,14.5571,0.0402,2,2,CSminus1,VPTSD,205
17,2,1.3255,0.1381,0.0016,0.649,0.2684,14.1569,0,   NaN,0.0,14.2617,0.0183,2,2,CSplus1,VPTSD,205
18,1,2.2325,2.9153,0.0398,15.9218,10.7652,14.002,1,1.2925,3.1366,15.6113,3.1366,4,4,CSplusUS1,VPTSD,205
19,0,   NaN,0.0,0.0003,0.103,0.1127,14.859,0,   NaN,0.0,15.1198,0.0023,2,2,CSminus1,VPTSD,205
20,2,3.3355,0.0365,0.0005,0.2057,0.0803,14.689,0,   NaN,0.0,14.7242,0.0054,2,2,CSplus1,VPTSD,205
21,1,3.3455,0.7666,0.0095,3.786,3.2899,14.4701,1,2.4555,0.7711,14.7186,0.7711,2,2,CSplus1,VPTSD,205
22,0,   NaN,0.0,0.0002,0.08,0.0376,14.4135,0,   NaN,0.0,14.4858,0.0046,2,2,CSminus1,VPTSD,205
23,1,4.2365,0.2764,0.0024,0.9475,1.0938,14.0995,1,3.5465,0.2155,14.1348,0.1816,2,2,CSplus1,VPTSD,205
24,1,2.2815,2.9608,0.0407,16.2716,10.7655,13.8392,1,1.2415,2.9929,15.4776,2.9943,4,4,CSplusUS1,VPTSD,205
25,0,   NaN,0.0,0.0001,0.0257,0.0306,14.8168,0,   NaN,0.0,15.0359,0.0041,2,2,CSminus1,VPTSD,205
26,2,1.1065,0.1893,0.0023,0.9182,0.701,14.6292,1,2.6565,0.1421,14.6971,0.1475,2,2,CSplus1,VPTSD,205
27,0,   NaN,0.0,0.0002,0.0821,0.042,14.4244,0,   NaN,0.0,14.46,0.0053,2,2,CSminus1,VPTSD,205
28,0,   NaN,0.0,0.0001,0.0571,0.0236,14.1509,0,   NaN,0.0,14.1609,0.0044,2,2,CSplus1,VPTSD,205
29,2,2.8765,0.0571,0.0006,0.2296,0.1683,13.7924,0,   NaN,0.0,13.8108,0.0124,2,2,CSplus1,VPTSD,205
30,0,   NaN,0.0,0.0001,0.0456,0.0212,13.4223,0,   NaN,0.0,13.4418,0.0032,2,2,CSminus1,VPTSD,205
1,2,2.1425,3.3306,0.0316,12.6555,10.4472,25.3399,2,1.6025,3.319,26.9294,3.1399,5,5,CSplusUS1,VCC,71
2,2,1.6115,1.9463,0.0174,6.9625,4.9592,26.7025,2,1.1115,1.1684,27.8573,1.1439,5,5,CSminus1,VCC,71
3,2,1.7015,1.7824,0.0155,6.2163,6.102,26.4516,2,0.5815,1.2121,27.7136,1.2106,5,5,CSplus1,VCC,71
4,3,0.6715,1.5981,0.0081,3.2542,3.3405,26.2126,1,3.4615,0.1582,27.3714,0.8076,5,5,CSplusUS1,VCC,71
5,2,2.1715,0.4503,0.0038,1.5221,1.1713,25.9967,2,1.9415,0.2575,26.2023,0.2294,5,5,CSminus1,VCC,71
6,2,1.7115,0.6562,0.0059,2.3729,1.8865,25.7603,2,1.4415,0.5638,25.9707,0.5637,5,5,CSplus1,VCC,71
7,3,1.8115,1.0047,0.0082,3.2912,2.7076,25.4703,1,1.3015,0.7119,25.9045,0.7127,5,5,CSplus1,VCC,71
8,2,1.8815,1.5727,0.0143,5.7242,3.0795,25.2004,1,1.4315,1.3494,25.7601,1.3494,5,5,CSminus1,VCC,71
9,3,1.8115,1.0864,0.0089,3.5474,2.5338,24.9845,3,1.3215,2.9099,25.2785,0.7572,5,5,CSplusUS1,VCC,71
10,2,2.5415,0.0712,0.0006,0.2242,0.2408,25.1339,1,3.4815,0.0121,25.1855,0.0121,5,5,CSminus1,VCC,71
11,3,1.8515,0.2831,0.0024,0.9466,1.5556,24.7683,2,1.6315,0.3708,24.9681,0.2526,5,5,CSplusUS1,VCC,71
12,2,2.5115,0.4279,0.0038,1.511,0.8129,24.9762,1,1.8115,0.2646,25.1664,0.264,5,5,CSplus1,VCC,71
13,2,2.0815,0.1423,0.0012,0.4736,0.3978,24.6718,2,2.0815,0.0806,24.7012,0.0693,5,5,CSminus1,VCC,71
14,2,2.1015,0.3161,0.0032,1.2601,0.77,24.5076,2,2.0915,0.5554,24.7171,0.1807,5,5,CSplus1,VCC,71
15,4,0.6615,0.3998,0.0031,1.2405,1.0475,24.3293,2,0.7215,0.2641,24.3999,0.2017,5,5,CSminus1,VCC,71
16,2,2.0815,0.3269,0.0029,1.1551,1.1348,24.1282,1,1.4515,0.2853,24.3183,0.2857,5,5,CSminus1,VCC,71
17,2,1.3815,0.168,0.0017,0.6797,0.5117,24.0134,1,2.5015,0.0468,24.2651,0.0468,5,5,CSplus1,VCC,71
18,4,0.5215,0.227,0.0019,0.7578,1.9745,23.7492,3,2.8315,0.336,23.8952,0.286,5,5,CSplusUS1,VCC,71
19,4,0.9615,0.1377,0.0013,0.5192,0.2503,24.2231,0,   NaN,0.0,24.4893,0.0112,5,5,CSminus1,VCC,71
20,0,   NaN,0.0,0.0002,0.0605,0.1671,24.0223,1,4.4915,0.1778,24.0298,0.0017,5,5,CSplus1,VCC,71
21,2,3.3215,0.1233,0.0008,0.3371,0.2935,23.8096,1,3.2115,0.0761,23.8491,0.0633,5,5,CSplus1,VCC,71
22,0,   NaN,0.0,0.0001,0.0512,0.0904,23.5321,0,   NaN,0.0,23.5479,0.0034,5,5,CSminus1,VCC,71
23,1,3.4515,0.0122,0.0002,0.0994,0.1157,23.2436,0,   NaN,0.0,23.2588,0.0052,5,5,CSplus1,VCC,71
24,3,1.0715,0.175,0.0015,0.6022,1.5308,22.8649,2,3.4515,0.2736,22.9875,0.2615,5,5,CSplusUS1,VCC,71
25,0,   NaN,0.0,0.0001,0.0431,0.063,23.3942,0,   NaN,0.0,23.4708,0.0,5,5,CSminus1,VCC,71
26,1,3.9215,0.0111,0.0003,0.1365,0.0882,23.0798,0,   NaN,0.0,23.0977,0.0016,5,5,CSplus1,VCC,71
27,1,3.4915,0.0968,0.001,0.3889,0.3508,22.8965,1,3.0115,0.0606,22.9597,0.0606,5,5,CSminus1,VCC,71
28,2,2.0815,0.4706,0.003,1.2097,1.2148,22.7749,2,2.0515,0.4353,22.8182,0.2522,5,5,CSplus1,VCC,71
29,0,   NaN,0.0,0.0,0.0073,0.0558,22.675,0,   NaN,0.0,22.6928,0.0029,5,5,CSplus1,VCC,71
30,1,1.7815,0.4895,0.0047,1.8659,1.5908,22.5856,1,0.8215,0.4856,22.8755,0.4856,5,5,CSminus1,VCC,71
1,2,1.8305,2.2106,0.0172,6.8976,7.7202,16.7594,5,1.5705,2.8422,18.0115,2.2683,5,5,CSplusUS1,VPTSD,87
2,2,1.3815,2.5167,0.0152,6.0601,6.1891,18.4293,2,1.2215,2.4071,19.6824,1.0561,5,5,CSplus1,VPTSD,87
3,2,1.5115,1.8428,0.015,6.0066,4.3126,16.9497,1,0.9815,1.0852,18.2826,1.0852,5,5,CSminus1,VPTSD,87
4,3,1.1715,0.7173,0.0065,2.6159,2.4211,16.6752,4,0.8615,3.8087,17.1903,0.6311,5,5,CSplusUS1,VPTSD,87
5,3,1.8615,0.6572,0.0055,2.2082,1.708,16.308,1,1.7415,0.1412,16.8105,0.1412,5,5,CSminus1,VPTSD,87
6,2,1.7415,1.5598,0.0145,5.792,3.3111,15.7345,1,1.3715,1.2734,16.4372,1.2734,5,5,CSplus1,VPTSD,87
7,3,1.4115,0.7858,0.0078,3.1329,2.8137,15.8409,4,1.2015,3.8927,16.2816,0.8517,5,5,CSplusUS1,VPTSD,87
8,1,1.5815,0.084,0.0004,0.1437,0.3119,15.7109,1,1.5915,0.0229,15.7533,0.0238,5,5,CSminus1,VPTSD,87
9,2,2.2815,0.6559,0.0057,2.2673,1.2452,15.0962,1,1.3415,0.483,15.4468,0.483,5,5,CSplus1,VPTSD,87
10,1,1.5915,0.761,0.0061,2.4395,3.175,15.0585,1,1.1415,0.7667,15.4883,0.7667,5,5,CSminus1,VPTSD,87
11,4,1.7115,2.0417,0.017,6.8046,3.0923,14.9643,2,1.0415,2.0425,15.7652,1.8245,5,5,CSplusUS1,VPTSD,87
12,2,0.9415,0.463,0.0038,1.5105,1.2614,15.3072,1,0.5515,0.2978,15.6912,0.2978,5,5,CSplus1,VPTSD,87
13,2,0.7615,0.2752,0.002,0.8053,0.9987,14.9527,1,1.8115,0.1219,15.2781,0.1219,5,5,CSminus1,VPTSD,87
14,2,1.8315,0.3904,0.0032,1.2674,0.8249,14.7717,2,1.5515,0.1328,15.0673,0.0977,5,5,CSplus1,VPTSD,87
15,3,1.7315,1.7259,0.0136,5.4388,2.566,14.9804,1,1.3015,1.1337,15.6962,1.1192,5,5,CSminus1,VPTSD,87
16,2,1.4215,1.8118,0.0177,7.0795,3.6777,15.0884,1,0.9915,1.4964,16.0707,1.4964,5,5,CSplus1,VPTSD,87
17,2,1.8615,0.9117,0.0071,2.8378,3.3829,15.0926,3,1.6215,3.4379,15.3781,0.5924,5,5,CSplusUS1,VPTSD,87
18,0,   NaN,0.0,0.0,0.0,0.2991,15.1946,0,   NaN,0.0,15.2887,0.0,5,5,CSminus1,VPTSD,87
19,2,1.6415,0.4541,0.0038,1.52,1.7945,14.6909,1,1.2515,0.3598,15.0012,0.3598,5,5,CSminus1,VPTSD,87
20,3,0.6715,0.326,0.0027,1.0616,1.3567,14.4931,1,1.2315,0.2808,14.6972,0.2808,5,5,CSplus1,VPTSD,87
21,3,1.8715,1.1814,0.0096,3.8357,2.1223,14.6176,1,1.4315,0.9449,15.0955,0.9449,5,5,CSplus1,VPTSD,87
22,2,1.5315,1.0956,0.0091,3.6385,3.4143,14.6749,1,0.6115,0.9676,15.2488,0.9676,5,5,CSminus1,VPTSD,87
23,3,1.8015,1.0692,0.009,3.5941,3.3412,14.7924,1,1.4415,0.7789,15.3976,0.7789,5,5,CSplus1,VPTSD,87
24,2,1.6015,0.5368,0.0046,1.8511,2.0103,14.7141,1,1.2315,0.4622,14.9961,0.4622,5,5,CSminus1,VPTSD,87
25,3,1.5715,1.5184,0.0128,5.1026,3.7278,14.6665,2,1.1115,3.6596,15.0702,1.3697,5,5,CSplusUS1,VPTSD,87
26,1,2.0215,1.2383,0.0114,4.5714,4.245,14.9996,1,1.5515,1.1483,15.6369,1.1483,5,5,CSplus1,VPTSD,87
27,2,1.6415,0.2137,0.0016,0.6438,0.6711,14.7954,2,1.5115,0.1227,14.9581,0.0891,5,5,CSminus1,VPTSD,87
28,2,1.7815,1.0338,0.0086,3.4562,2.0568,14.5695,1,1.0715,0.7625,15.0798,0.7625,5,5,CSplus1,VPTSD,87
29,3,1.7415,2.0487,0.017,6.793,3.2633,14.6109,1,1.1615,1.6673,15.3485,1.6673,5,5,CSplus1,VPTSD,87
30,2,1.6115,0.5013,0.0042,1.6916,1.2562,14.6875,2,1.0915,0.4527,14.8812,0.4495,5,5,CSminus1,VPTSD,87
1,3,0.6755,1.4034,0.0174,6.9745,3.703,8.4519,3,0.5655,0.6495,10.0523,0.6421,5,5,CSplusUS1,VPTSD,204
2,3,1.0455,0.9459,0.0101,4.0262,1.9923,8.8461,2,0.7755,0.6955,9.3447,0.5674,5,5,CSplus1,VPTSD,204
3,2,1.6655,0.9481,0.0117,4.675,3.0093,8.6713,2,1.3355,0.5494,9.3656,0.5412,5,5,CSminus1,VPTSD,204
4,3,0.7645,1.1593,0.0134,5.3453,4.2881,8.5484,0,   NaN,0.0,9.7722,0.8675,5,5,CSplusUS1,VPTSD,204
5,1,1.8845,0.1229,0.0004,0.1512,0.8605,8.4607,1,1.7045,0.0833,8.5689,0.0833,5,5,CSminus1,VPTSD,204
6,2,1.6745,0.9879,0.0137,5.4855,2.5507,8.4478,1,1.2545,1.2002,8.8941,0.9284,5,5,CSplus1,VPTSD,204
7,2,1.8445,1.2491,0.0154,6.1593,5.038,8.4165,0,   NaN,0.0,9.7219,0.8795,5,5,CSplusUS1,VPTSD,204
8,1,1.6645,0.2904,0.003,1.2134,1.6652,8.3765,1,1.3445,0.221,8.6354,0.221,5,5,CSminus1,VPTSD,204
9,2,1.9745,1.1347,0.0138,5.5126,2.516,8.1203,1,1.4745,1.4328,8.5097,1.0594,5,5,CSplus1,VPTSD,204
10,1,1.8035,0.4627,0.0057,2.2624,2.3517,8.3799,1,1.4835,0.3578,8.7986,0.3578,5,5,CSminus1,VPTSD,204
11,2,0.7235,1.1978,0.014,5.6045,4.3215,8.4677,1,0.5035,0.8704,9.766,0.8704,5,5,CSplusUS1,VPTSD,204
12,1,2.0435,0.2327,0.0022,0.8636,1.5115,8.4769,1,1.7435,0.211,8.5994,0.211,5,5,CSplus1,VPTSD,204
13,2,1.8635,0.1138,0.0012,0.4859,0.6027,8.1342,1,1.6335,0.0571,8.2206,0.0571,5,5,CSminus1,VPTSD,204
14,2,1.9135,0.8587,0.0104,4.1594,2.2093,7.9578,1,1.4435,0.8167,8.3076,0.8167,5,5,CSplus1,VPTSD,204
15,1,1.9635,0.0899,0.0008,0.3397,0.5846,8.0318,1,1.7235,0.0595,8.1172,0.0595,5,5,CSminus1,VPTSD,204
16,2,2.2735,0.9608,0.0132,5.2894,2.3432,7.7811,1,1.5135,1.4101,8.0996,0.9435,5,5,CSplus1,VPTSD,204
17,3,0.7225,1.3563,0.0164,6.5682,4.6443,8.2857,1,0.5625,1.0564,9.379,1.0564,5,5,CSplusUS1,VPTSD,204
18,1,1.0725,0.1555,0.0016,0.6293,0.914,8.3836,1,0.8625,0.0903,8.5822,0.0903,5,5,CSminus1,VPTSD,204
19,3,1.8425,0.438,0.0051,2.0442,1.7753,8.0662,1,1.3525,0.3528,8.2735,0.3528,5,5,CSminus1,VPTSD,204
20,1,2.1625,0.2105,0.0062,2.475,3.1005,8.0013,2,1.7025,1.0455,8.1125,0.3406,5,5,CSplus1,VPTSD,204
21,2,1.7625,0.6238,0.0098,3.9342,2.3486,8.2059,1,1.2825,0.9249,8.5085,0.6477,5,5,CSplus1,VPTSD,204
22,2,1.8325,0.2088,0.0024,0.9496,1.0713,8.2267,1,1.5325,0.1311,8.379,0.1311,5,5,CSminus1,VPTSD,204
23,2,2.0615,0.6336,0.0068,2.7325,2.3899,8.1008,2,2.0215,0.5289,8.358,0.3744,5,5,CSplus1,VPTSD,204
24,1,1.7915,0.2081,0.0021,0.8479,1.2107,8.2135,1,1.3715,0.1948,8.3312,0.1948,5,5,CSminus1,VPTSD,204
25,3,0.6715,1.8436,0.0217,8.6851,5.3729,8.1726,0,   NaN,0.0,9.6543,1.5346,5,5,CSplusUS1,VPTSD,204
26,2,2.0715,0.6447,0.0074,2.9769,1.8046,8.6233,1,1.6915,0.5807,8.8997,0.5672,5,5,CSplus1,VPTSD,204
27,1,1.8115,0.1334,0.0016,0.6295,0.9343,8.5272,1,1.6615,0.071,8.7352,0.071,5,5,CSminus1,VPTSD,204
28,2,2.0215,0.8192,0.0085,3.3906,1.8246,8.2736,1,1.5015,0.6772,8.4903,0.5577,5,5,CSplus1,VPTSD,204
29,2,1.9405,0.5215,0.0063,2.504,1.5936,8.2743,1,1.5105,0.4548,8.4912,0.4513,5,5,CSplus1,VPTSD,204
30,1,1.8605,0.1305,0.0014,0.5545,0.8252,8.2186,1,1.5605,0.1041,8.3241,0.1041,5,5,CSminus1,VPTSD,204
1,3,2.1435,1.1273,0.0123,4.9047,2.5398,13.2548,1,4.1035,1.2878,13.6321,1.0593,5,5,CSplusUS1,VPTSD,85
2,2,2.1235,0.1596,0.0023,0.9043,0.7805,14.228,2,1.9635,0.3496,14.4407,0.0713,5,5,CSminus1,VPTSD,85
3,1,2.2235,0.18,0.0017,0.6837,0.7293,14.0285,1,1.5235,0.1338,14.1746,0.1338,5,5,CSplus1,VPTSD,85
4,1,0.5135,0.0117,0.0,0.0,0.7558,14.0204,2,3.2635,0.0423,14.1323,0.0278,5,5,CSplusUS1,VPTSD,85
5,1,1.8635,0.0763,0.0007,0.291,0.3562,14.0084,1,1.7335,0.0236,14.1288,0.0236,5,5,CSminus1,VPTSD,85
6,1,3.4535,0.0147,0.0005,0.1888,0.276,13.7282,0,   NaN,0.0,13.8013,0.0387,5,5,CSplus1,VPTSD,85
7,2,3.0635,0.0737,0.0004,0.1758,0.7029,13.7953,2,2.6935,0.0772,13.9432,0.0488,5,5,CSplus1,VPTSD,85
8,0,   NaN,0.0,0.0001,0.0518,0.0782,13.6897,0,   NaN,0.0,13.7545,0.0,5,5,CSminus1,VPTSD,85
9,0,   NaN,0.0,0.0002,0.0701,0.0911,13.4739,0,   NaN,0.0,13.4925,0.0035,5,5,CSplusUS1,VPTSD,85
10,3,1.1935,0.3706,0.004,1.607,0.509,13.2936,0,   NaN,0.0,13.6778,0.0,5,5,CSminus1,VPTSD,85
11,4,0.7535,0.2819,0.0028,1.1279,2.2392,12.9347,10,0.8335,0.6427,13.3572,0.1388,5,5,CSplusUS1,VPTSD,85
12,0,   NaN,0.0,0.0,0.0,0.1443,13.4419,0,   NaN,0.0,13.5245,0.0,5,5,CSplus1,VPTSD,85
