Event.Nr,CDA.nSCR,CDA.Latency,CDA.AmpSum,CDA.SCR,CDA.ISCR,CDA.PhasicMax,CDA.Tonic,TTP.nSCR,TTP.Latency,TTP.AmpSum,Global.Mean,Global.MaxDeflection,Event.NID,Event.Name,Condition,group,sub
24,2,3.2695,0.3953,0.0048,1.9087,1.7688,11.1219,2,1.7995,3.336,11.262,0.476,5,5,CSplusUS1,VPTSD,160
25,0,   NaN,0.0,0.0,0.0099,0.0745,12.0978,0,   NaN,0.0,12.4532,0.0,5,5,CSminus1,VPTSD,160
26,0,   NaN,0.0,0.0002,0.0678,0.0755,11.6003,0,   NaN,0.0,11.6347,0.001,5,5,CSplus1,VPTSD,160
27,1,2.3295,0.045,0.0006,0.2331,0.1433,11.273,1,1.9795,0.0122,11.2981,0.0136,5,5,CSminus1,VPTSD,160
28,0,   NaN,0.0,0.0074,2.9448,3.882,11.0489,1,2.5395,2.2213,11.1318,0.6534,5,5,CSplus1,VPTSD,160
29,1,3.6095,0.2781,0.0047,1.8617,2.283,11.7518,1,2.7995,1.0653,11.8996,0.4473,5,5,CSplus1,VPTSD,160
30,0,   NaN,0.0,0.0,0.0,0.0097,11.6264,0,   NaN,0.0,11.6602,0.0,5,5,CSminus1,VPTSD,160
1,5,0.7965,8.7516,0.0541,21.6528,9.1828,11.6837,3,1.5665,6.3675,14.7378,6.0211,5,5,CSplusUS1,HC,196
2,2,1.8875,5.8924,0.0474,18.9532,11.146,15.8977,3,1.2875,5.9376,18.5956,4.5265,5,5,CSplus1,HC,196
3,2,2.1765,4.394,0.0239,9.5689,10.1239,17.1767,2,1.9465,3.3696,18.6123,1.9641,5,5,CSminus1,HC,196
4,2,1.7665,5.6675,0.0407,16.2851,9.7378,17.547,4,1.2765,4.3681,19.727,4.1048,5,5,CSplusUS1,HC,196
5,2,1.4565,0.3227,0.0028,1.1316,0.4323,17.2638,0,   NaN,0.0,17.951,0.0,5,5,CSminus1,HC,196
6,2,2.0965,6.3508,0.0441,17.6287,9.271,17.1979,1,1.5565,4.6676,19.2126,4.6548,5,5,CSplus1,HC,196
7,2,1.9065,5.9303,0.0426,17.0204,9.4242,16.8098,3,1.2965,4.5258,19.0855,4.412,5,5,CSplusUS1,HC,196
8,2,1.7765,1.759,0.0128,5.1114,4.8076,16.7192,1,1.2665,1.5209,17.6347,1.5209,5,5,CSminus1,HC,196
9,2,2.0665,4.7017,0.0319,12.7505,7.9253,16.6225,2,1.4565,3.7437,17.9167,3.658,5,5,CSplus1,HC,196
10,1,1.7665,0.8229,0.0057,2.2849,2.5099,16.4376,1,1.2865,0.78,16.8981,0.78,5,5,CSminus1,HC,196
11,2,1.8265,3.546,0.0254,10.1537,7.4087,16.2156,4,1.5265,4.5711,17.6394,2.0669,5,5,CSplusUS1,HC,196
12,3,1.9565,2.4214,0.0154,6.1583,3.2132,16.1836,1,1.5765,1.842,16.8029,1.7882,5,5,CSplus1,HC,196
13,1,2.0055,0.0838,0.0004,0.161,0.229,16.2818,0,   NaN,0.0,16.4048,0.0075,5,5,CSminus1,HC,196
14,2,1.8155,3.7083,0.0258,10.3027,6.0888,16.2362,2,1.3155,3.0207,17.3026,2.9507,5,5,CSplus1,HC,196
15,2,0.6455,0.3254,0.0018,0.7244,0.5463,16.0635,1,1.4655,0.0702,16.2546,0.1746,5,5,CSminus1,HC,196
16,2,1.9655,3.9184,0.0255,10.2062,6.4238,15.8349,2,1.2255,2.9416,16.8673,2.5811,5,5,CSplus1,HC,196
17,2,1.9655,3.2245,0.023,9.2141,5.0191,15.7774,3,1.4755,2.651,17.008,2.5262,5,5,CSplusUS1,HC,196
18,1,1.8055,2.0477,0.0151,6.0407,5.6125,16.255,1,1.2955,2.041,17.3445,2.041,5,5,CSminus1,HC,196
19,2,1.8055,0.3157,0.0024,0.9649,0.7725,15.8984,1,1.5755,0.1509,16.1363,0.1518,5,5,CSminus1,HC,196
20,3,1.6655,4.0808,0.0282,11.2883,6.2589,15.8436,2,1.1155,2.8502,17.4703,2.8309,5,5,CSplus1,HC,196
21,2,2.1155,4.2965,0.027,10.805,5.633,15.919,2,1.5355,3.7885,17.083,2.8344,5,5,CSplus1,HC,196
22,2,1.6155,0.5941,0.0043,1.7144,1.6597,15.9716,1,1.1855,0.4414,16.3448,0.4414,5,5,CSminus1,HC,196
23,3,2.2945,4.0442,0.0216,8.623,5.4673,15.704,1,1.7945,3.1558,16.5432,2.5011,5,5,CSplus1,HC,196
24,2,2.1345,0.0734,0.0005,0.2162,0.165,15.7782,0,   NaN,0.0,15.8225,0.0075,5,5,CSminus1,HC,196
25,3,2.4545,3.0631,0.0226,9.0426,4.4306,15.1399,4,1.4545,6.0274,16.0963,2.4567,5,5,CSplusUS1,HC,196
26,1,1.9445,1.2907,0.016,6.388,4.7549,16.0572,2,1.2445,2.6603,16.7779,1.3728,5,5,CSplus1,HC,196
27,2,0.9945,0.1376,0.0009,0.3492,0.4315,15.917,1,1.5545,0.0826,16.011,0.0826,5,5,CSminus1,HC,196
28,2,2.0645,2.1549,0.0181,7.2263,4.0506,15.5813,1,1.5945,3.751,16.3772,2.0408,5,5,CSplus1,HC,196
29,2,2.4145,1.4234,0.0091,3.6451,2.7192,16.3369,1,2.0045,1.1828,16.7037,1.1394,5,5,CSplus1,HC,196
30,1,1.9345,0.0617,0.0004,0.1484,0.2108,15.8668,1,2.0345,0.0148,15.9096,0.0215,5,5,CSminus1,HC,196
1,3,2.3685,0.8448,0.0091,3.6222,2.2105,11.1158,3,1.1285,1.3781,11.5334,0.8008,5,5,CSplusUS1,VPTSD,146
2,2,2.1985,0.3263,0.0034,1.3531,0.8984,12.2174,1,1.7085,0.2782,12.3311,0.2745,5,5,CSminus1,VPTSD,146
3,3,2.2885,0.4136,0.0038,1.514,0.9806,12.3139,1,1.8085,0.347,12.4435,0.3335,5,5,CSplus1,VPTSD,146
4,2,2.2185,0.2524,0.0026,1.0411,1.5995,12.3255,2,1.6485,0.3196,12.4998,0.2361,5,5,CSplusUS1,VPTSD,146
5,3,1.2785,0.1556,0.0018,0.7144,0.3118,12.2846,1,0.9285,0.1403,12.3577,0.1403,5,5,CSminus1,VPTSD,146
6,1,2.4285,0.0466,0.0007,0.2776,0.2602,12.3713,2,2.2885,0.2774,12.4395,0.0339,5,5,CSplus1,VPTSD,146
7,2,2.0285,0.5035,0.0051,2.0327,1.1874,12.3386,1,1.4985,0.4153,12.5196,0.4105,5,5,CSplus1,VPTSD,146
8,2,2.4585,0.1377,0.0014,0.5542,0.4359,12.506,1,2.1185,0.089,12.61,0.0904,5,5,CSminus1,VPTSD,146
9,3,0.7985,0.2495,0.0022,0.8992,1.8984,12.4887,3,0.7985,0.5441,12.5818,0.1882,5,5,CSplusUS1,VPTSD,146
10,3,3.1675,0.0951,0.0009,0.3769,0.2115,12.5082,1,2.8875,0.0496,12.5599,0.0448,5,5,CSminus1,VPTSD,146
11,3,0.9275,0.2407,0.0022,0.8752,1.5413,12.4518,1,3.5375,0.1698,12.595,0.2292,5,5,CSplusUS1,VPTSD,146
12,6,0.5575,0.2728,0.0025,1.0066,0.3762,12.5268,0,   NaN,0.0,12.6294,0.1943,5,5,CSplus1,VPTSD,146
13,1,2.1575,0.0487,0.0005,0.199,0.2132,12.4946,1,2.0975,0.0187,12.5675,0.0187,5,5,CSminus1,VPTSD,146
14,2,1.9075,0.1353,0.0016,0.6529,0.3474,12.5171,1,1.4475,0.1021,12.6302,0.1041,5,5,CSplus1,VPTSD,146
15,1,2.5475,0.0716,0.0008,0.3157,0.2874,12.5059,1,2.2375,0.0535,12.5362,0.0549,5,5,CSminus1,VPTSD,146
16,0,   NaN,0.0,0.0005,0.2069,0.3589,12.4653,0,   NaN,0.0,12.5599,0.0761,5,5,CSminus1,VPTSD,146
17,2,2.3175,0.2373,0.0026,1.0491,0.7642,12.4914,1,1.8975,0.2231,12.598,0.2231,5,5,CSplus1,VPTSD,146
18,3,2.3575,0.2204,0.0022,0.8655,1.2678,12.5222,2,1.9075,0.2859,12.6522,0.2211,5,5,CSplusUS1,VPTSD,146
19,1,2.5975,0.0253,0.0002,0.0713,0.125,12.5266,0,   NaN,0.0,12.581,0.002,5,5,CSminus1,VPTSD,146
20,4,0.7675,0.1364,0.0016,0.6485,0.3506,12.5234,1,2.2375,0.0172,12.7082,0.0181,5,5,CSplus1,VPTSD,146
21,2,2.7275,0.156,0.0017,0.6849,0.4885,12.4933,1,2.1775,0.1376,12.5384,0.1385,5,5,CSplus1,VPTSD,146
22,0,   NaN,0.0,0.0,0.0024,0.0689,12.4222,0,   NaN,0.0,12.4319,0.0029,5,5,CSminus1,VPTSD,146
23,2,2.9565,0.1815,0.0019,0.7784,0.4102,12.4396,1,2.2465,0.2008,12.5415,0.1279,5,5,CSplus1,VPTSD,146
24,5,0.9965,0.343,0.0029,1.1435,1.3832,12.4565,3,0.8965,0.4538,12.5826,0.1702,5,5,CSplusUS1,VPTSD,146
25,1,3.3465,0.0937,0.0009,0.3475,0.3618,12.4828,1,2.8465,0.092,12.5122,0.0817,5,5,CSminus1,VPTSD,146
26,2,2.3365,0.2671,0.0027,1.0991,0.6884,12.4831,1,1.7965,0.2391,12.578,0.2333,5,5,CSplus1,VPTSD,146
27,0,   NaN,0.0,0.0,0.0,0.1549,12.4691,0,   NaN,0.0,12.5015,0.0,5,5,CSminus1,VPTSD,146
28,2,2.2565,0.0641,0.0007,0.2875,0.3378,12.5226,3,2.1865,0.1275,12.5677,0.0479,5,5,CSplus1,VPTSD,146
29,3,3.1765,0.1638,0.0012,0.4905,0.3219,12.4884,1,2.7665,0.1602,12.519,0.0947,5,5,CSplus1,VPTSD,146
30,2,0.8565,0.0524,0.0006,0.2545,0.1809,12.4538,1,1.7765,0.0303,12.4929,0.0429,5,5,CSminus1,VPTSD,146
1,3,1.9995,0.2225,0.0013,0.5099,3.0576,3.7899,2,1.4295,0.7119,3.9147,0.2366,5,5,CSplusUS1,VPTSD,1223
2,1,0.5895,0.0205,0.0002,0.0994,0.123,4.2156,0,   NaN,0.0,4.2647,0.01,5,5,CSminus1,VPTSD,1223
3,0,   NaN,0.0,0.0002,0.0705,0.0424,4.2394,0,   NaN,0.0,4.2553,0.0006,5,5,CSplus1,VPTSD,1223
4,3,1.3295,0.1653,0.0007,0.2892,3.0529,4.1944,2,2.9995,0.2333,4.305,0.1254,5,5,CSplusUS1,VPTSD,1223
5,0,   NaN,0.0,0.0002,0.0702,0.1154,4.3844,0,   NaN,0.0,4.4121,0.0073,5,5,CSminus1,VPTSD,1223
6,0,   NaN,0.0,0.0001,0.0426,0.0297,4.3286,0,   NaN,0.0,4.3346,0.0,5,5,CSplus1,VPTSD,1223
7,0,   NaN,0.0,0.0,0.015,0.0223,4.2799,0,   NaN,0.0,4.2955,0.0007,5,5,CSplus1,VPTSD,1223
8,2,2.2195,0.028,0.0004,0.1532,0.0609,4.2079,0,   NaN,0.0,4.2247,0.0006,5,5,CSminus1,VPTSD,1223
9,3,0.9785,0.1872,0.0009,0.3779,3.0972,4.0557,2,2.9085,0.2442,4.1501,0.1297,5,5,CSplusUS1,VPTSD,1223
10,0,   NaN,0.0,0.0,0.0,0.0518,4.3693,0,   NaN,0.0,4.4027,0.0,5,5,CSminus1,VPTSD,1223
11,3,1.3585,0.1968,0.0011,0.4289,3.1363,4.2099,2,2.9985,0.2372,4.2897,0.1251,5,5,CSplusUS1,VPTSD,1223
12,0,   NaN,0.0,0.0004,0.1444,0.092,4.1316,0,   NaN,0.0,4.2157,0.0,5,5,CSplus1,VPTSD,1223
13,1,1.8985,0.0435,0.0005,0.1993,0.1121,4.1285,1,1.1485,0.0275,4.153,0.0275,5,5,CSminus1,VPTSD,1223
14,0,   NaN,0.0,0.0001,0.0537,0.0454,4.0619,0,   NaN,0.0,4.0724,0.0005,5,5,CSplus1,VPTSD,1223
15,0,   NaN,0.0,0.0001,0.0352,0.0181,4.0043,0,   NaN,0.0,4.013,0.0,5,5,CSminus1,VPTSD,1223
16,0,   NaN,0.0,0.0,0.0143,0.0264,3.9528,0,   NaN,0.0,3.9615,0.0006,5,5,CSminus1,VPTSD,1223
17,2,0.9585,0.0361,0.0004,0.1685,0.0749,3.9485,0,   NaN,0.0,4.0168,0.0016,5,5,CSplus1,VPTSD,1223
18,3,1.6275,0.1887,0.001,0.4008,3.2096,3.8571,2,2.9675,0.2467,3.9483,0.1303,5,5,CSplusUS1,VPTSD,1223
19,3,2.0475,0.051,0.0006,0.2367,0.1884,3.8884,1,1.5775,0.0439,3.9551,0.0439,5,5,CSminus1,VPTSD,1223
20,2,1.8675,0.0272,0.0005,0.202,0.1546,3.9384,0,   NaN,0.0,4.0187,0.0195,5,5,CSplus1,VPTSD,1223
21,0,   NaN,0.0,0.0001,0.0327,0.0221,3.9601,0,   NaN,0.0,3.9632,0.0001,5,5,CSplus1,VPTSD,1223
22,0,   NaN,0.0,0.0001,0.0206,0.0396,3.9137,0,   NaN,0.0,3.9182,0.0012,5,5,CSminus1,VPTSD,1223
23,2,2.7475,0.0477,0.0005,0.1971,0.1027,3.8583,1,2.0875,0.0203,3.8721,0.0202,5,5,CSplus1,VPTSD,1223
24,3,1.5175,0.1877,0.0011,0.4269,3.224,3.7326,2,2.9675,0.2484,3.8333,0.1299,5,5,CSplusUS1,VPTSD,1223
25,0,   NaN,0.0,0.0001,0.0221,0.0565,3.7834,0,   NaN,0.0,3.7905,0.0004,5,5,CSminus1,VPTSD,1223
26,0,   NaN,0.0,0.0001,0.0417,0.0453,3.7423,0,   NaN,0.0,3.7503,0.0043,5,5,CSplus1,VPTSD,1223
27,1,1.9765,0.0112,0.0002,0.0602,0.0417,3.7029,0,   NaN,0.0,3.7106,0.0063,5,5,CSminus1,VPTSD,1223
28,0,   NaN,0.0,0.0,0.0087,0.0203,3.6726,0,   NaN,0.0,3.68,0.0007,5,5,CSplus1,VPTSD,1223
29,1,2.1565,0.0196,0.0002,0.0776,0.0738,3.6573,1,1.6465,0.0157,3.6687,0.0157,5,5,CSplus1,VPTSD,1223
30,0,   NaN,0.0,0.0001,0.0247,0.0189,3.6262,0,   NaN,0.0,3.6292,0.0016,5,5,CSminus1,VPTSD,1223
1,3,0.6025,0.9043,0.0102,4.0689,2.6144,7.9764,1,3.8525,0.1105,8.4294,0.8932,5,5,CSplusUS1,VCC,106
2,1,1.7525,0.8339,0.0102,4.0601,3.1552,9.2741,1,1.0825,0.5152,10.245,0.5152,5,5,CSplus1,VCC,106
3,1,1.7525,0.548,0.0061,2.4561,2.9996,9.5902,1,1.4725,0.3905,10.1759,0.3905,5,5,CSminus1,VCC,106
4,4,1.3125,1.1576,0.0123,4.9128,4.2544,9.5886,3,0.8925,1.4768,10.1832,0.9533,5,5,CSplusUS1,VCC,106
5,1,2.2225,0.4677,0.0053,2.113,2.1482,9.5453,1,1.9225,0.2408,10.1727,0.2408,5,5,CSminus1,VCC,106
6,1,2.3125,0.3332,0.0036,1.4313,1.3748,9.2905,1,2.0325,0.1231,9.8345,0.1231,5,5,CSplus1,VCC,106
7,2,2.0825,0.6728,0.0056,2.2339,1.72,9.2341,2,1.6625,0.354,9.6894,0.2154,5,5,CSplusUS1,VCC,106
8,3,1.0725,0.5456,0.0053,2.1088,1.3201,9.186,2,0.8325,0.2818,9.5381,0.2482,5,5,CSminus1,VCC,106
9,3,2.0625,0.3743,0.0037,1.4814,1.3983,9.2086,3,2.1625,0.2656,9.63,0.1315,5,5,CSplus1,VCC,106
10,2,0.5625,0.1844,0.0022,0.8619,0.8116,9.2441,1,2.1925,0.0847,9.4537,0.0847,5,5,CSminus1,VCC,106
11,4,0.8825,0.5633,0.0052,2.0778,1.3385,9.0453,2,3.4725,0.1288,9.4217,0.3254,5,5,CSplusUS1,VCC,106
12,1,3.7125,0.2837,0.0043,1.7334,1.7069,9.0662,1,3.5725,0.0803,9.6211,0.1523,5,5,CSplus1,VCC,106
13,2,0.7115,0.2818,0.0025,0.9874,0.7128,9.0801,0,   NaN,0.0,9.3275,0.1963,5,5,CSminus1,VCC,106
14,2,2.5015,0.1743,0.0018,0.7077,0.6582,9.0673,1,2.1415,0.0856,9.2089,0.0856,5,5,CSplus1,VCC,106
15,2,1.9515,0.4361,0.0054,2.1509,1.3024,8.9386,1,3.8015,0.0804,9.2356,0.3015,5,5,CSminus1,VCC,106
16,4,0.5415,0.4007,0.004,1.583,1.4991,8.8898,1,1.6215,0.2537,9.1777,0.2537,5,5,CSplus1,VCC,106
17,2,1.5115,0.5001,0.0055,2.1976,1.3887,8.8845,1,1.2415,0.3455,9.1903,0.3455,5,5,CSplusUS1,VCC,106
18,4,1.3015,0.3351,0.0037,1.4789,1.1215,8.8188,4,1.4315,0.3526,9.0313,0.3342,5,5,CSminus1,VCC,106
19,1,1.7515,0.3247,0.0029,1.1787,1.4753,8.9563,1,1.3015,0.2975,9.2154,0.2975,5,5,CSminus1,VCC,106
20,3,0.6515,0.2768,0.003,1.2041,0.9145,9.0386,1,1.7715,0.0941,9.3666,0.0941,5,5,CSplus1,VCC,106
21,3,0.5415,0.3071,0.0028,1.1218,0.642,9.0076,1,2.5115,0.0367,9.344,0.0464,5,5,CSplus1,VCC,106
22,2,1.0015,0.1152,0.0009,0.3515,0.3789,8.9642,1,0.9115,0.0813,9.0632,0.0813,5,5,CSminus1,VCC,106
23,2,2.1715,0.2391,0.0024,0.9405,0.9893,8.8989,1,1.9015,0.1366,9.1177,0.1366,5,5,CSplus1,VCC,106
24,2,2.5815,0.1387,0.0012,0.4957,0.977,8.9093,2,2.2815,0.2283,8.9999,0.2177,5,5,CSminus1,VCC,106
25,1,1.8415,0.2235,0.0021,0.8233,1.1382,8.9557,1,1.4515,0.1781,9.1612,0.1781,5,5,CSplusUS1,VCC,106
26,2,2.0415,0.2055,0.0022,0.8755,0.6193,8.9237,1,1.5815,0.1402,9.072,0.1423,5,5,CSplus1,VCC,106
27,1,1.7615,0.231,0.0023,0.9254,0.992,8.8353,1,1.0715,0.2139,8.9754,0.214,5,5,CSminus1,VCC,106
28,3,1.7615,0.2214,0.0025,0.9942,0.6546,8.7862,2,1.8715,0.1344,8.9282,0.1437,5,5,CSplus1,VCC,106
29,3,0.6715,0.3621,0.0037,1.483,0.9414,8.7286,3,0.6015,0.2814,8.8459,0.2323,5,5,CSplus1,VCC,106
30,1,2.1515,0.1958,0.0022,0.8806,0.6472,8.7092,1,1.7915,0.1333,8.8765,0.1333,5,5,CSminus1,VCC,106
1,2,3.3735,0.0508,0.0003,0.1379,0.8511,10.6693,2,2.5035,0.103,10.6821,0.286,5,5,CSplusUS1,VCC,8
2,0,   NaN,0.0,0.0002,0.0662,0.0569,11.3993,0,   NaN,0.0,11.462,0.0121,5,5,CSminus1,VCC,8
3,0,   NaN,0.0,0.0002,0.0646,0.0447,11.3159,0,   NaN,0.0,11.327,0.0107,5,5,CSplus1,VCC,8
4,1,3.6345,0.0228,0.0001,0.0482,0.8025,11.1681,3,3.0545,0.08,11.1828,0.2707,5,5,CSplusUS1,VCC,8
5,0,   NaN,0.0,0.0,0.0123,0.0329,11.2625,0,   NaN,0.0,11.284,0.0124,5,5,CSminus1,VCC,8
6,0,   NaN,0.0,0.0002,0.0732,0.0642,11.1651,0,   NaN,0.0,11.18,0.0127,5,5,CSplus1,VCC,8
7,6,1.3395,0.3299,0.0028,1.1147,2.2448,10.8887,1,3.8095,0.1621,11.1039,0.4039,5,5,CSplus1,VCC,8
8,0,   NaN,0.0,0.0001,0.023,0.0403,11.0045,0,   NaN,0.0,11.0512,0.01,5,5,CSminus1,VCC,8
9,1,3.6295,0.0309,0.0002,0.0738,0.8357,10.9032,2,3.0695,0.0666,10.9169,0.2788,5,5,CSplusUS1,VCC,8
10,0,   NaN,0.0,0.0001,0.032,0.0986,10.928,0,   NaN,0.0,10.9496,0.0294,5,5,CSminus1,VCC,8
11,2,2.1385,0.051,0.0007,0.2794,0.9008,10.849,2,3.0385,0.0627,10.9451,0.2996,5,5,CSplusUS1,VCC,8
12,0,   NaN,0.0,0.0,0.0063,0.0304,10.7952,0,   NaN,0.0,10.8,0.0082,5,5,CSplus1,VCC,8
13,0,   NaN,0.0,0.0001,0.0355,0.017,10.6647,0,   NaN,0.0,10.673,0.0072,5,5,CSminus1,VCC,8
14,0,   NaN,0.0,0.0001,0.0233,0.0255,10.563,0,   NaN,0.0,10.5707,0.0133,5,5,CSplus1,VCC,8
15,0,   NaN,0.0,0.0001,0.0328,0.0213,10.4628,0,   NaN,0.0,10.4721,0.008,5,5,CSminus1,VCC,8
16,0,   NaN,0.0,0.0003,0.1067,0.0785,10.3668,0,   NaN,0.0,10.3978,0.0073,5,5,CSminus1,VCC,8
17,0,   NaN,0.0,0.0001,0.0312,0.043,10.2748,0,   NaN,0.0,10.2812,0.0103,5,5,CSplus1,VCC,8
18,3,0.6395,0.0667,0.0006,0.2256,0.8324,10.1556,3,3.0295,0.1031,10.1819,0.3004,5,5,CSplusUS1,VCC,8
19,0,   NaN,0.0,0.0002,0.0868,0.0658,10.0726,0,   NaN,0.0,10.0993,0.0157,5,5,CSminus1,VCC,8
20,0,   NaN,0.0,0.0001,0.0483,0.0575,9.9987,0,   NaN,0.0,10.0089,0.0183,5,5,CSplus1,VCC,8
21,0,   NaN,0.0,0.0001,0.0455,0.0331,9.9222,0,   NaN,0.0,9.942,0.0103,5,5,CSplus1,VCC,8
22,0,   NaN,0.0,0.0001,0.0403,0.0286,9.8396,0,   NaN,0.0,9.848,0.0083,5,5,CSminus1,VCC,8
23,0,   NaN,0.0,0.0001,0.0577,0.0521,9.7568,0,   NaN,0.0,9.7684,0.011,5,5,CSplus1,VCC,8
24,1,3.6245,0.0282,0.0002,0.0779,0.8161,9.6609,2,2.9845,0.0683,9.6915,0.2852,5,5,CSplusUS1,VCC,8
25,0,   NaN,0.0,0.0,0.0026,0.0239,9.7563,0,   NaN,0.0,9.7752,0.0078,5,5,CSminus1,VCC,8
26,0,   NaN,0.0,0.0001,0.0539,0.0374,9.6905,0,   NaN,0.0,9.7058,0.0094,5,5,CSplus1,VCC,8
27,0,   NaN,0.0,0.0002,0.0649,0.0468,9.6275,0,   NaN,0.0,9.6479,0.0113,5,5,CSminus1,VCC,8
28,0,   NaN,0.0,0.0002,0.0604,0.0393,9.5652,0,   NaN,0.0,9.5819,0.0109,5,5,CSplus1,VCC,8
29,0,   NaN,0.0,0.0001,0.0336,0.0348,9.5072,0,   NaN,0.0,9.5164,0.0101,5,5,CSplus1,VCC,8
30,0,   NaN,0.0,0.0001,0.0585,0.0286,9.4462,0,   NaN,0.0,9.4639,0.0086,5,5,CSminus1,VCC,8
1,2,2.5055,0.1204,0.001,0.3836,0.6267,6.8769,2,1.9755,0.3441,6.9296,0.2445,5,5,CSplusUS1,HC,94
2,2,2.1055,0.7231,0.0062,2.4927,2.0683,8.5423,2,1.5955,0.7384,8.8845,0.5644,5,5,CSplus1,HC,94
3,2,2.3055,0.4942,0.0046,1.8495,1.4957,9.1674,1,1.6455,0.4959,9.3227,0.4959,5,5,CSminus1,HC,94
4,3,2.0455,0.2158,0.0017,0.6634,1.2502,9.3285,3,1.7155,1.7255,9.37,0.2368,5,5,CSplusUS1,HC,94
5,0,   NaN,0.0,0.0,0.0,0.0782,9.8966,0,   NaN,0.0,9.9534,0.0021,5,5,CSminus1,HC,94
6,1,4.3655,0.9637,0.0063,2.5119,2.7093,9.7358,1,2.8655,0.9943,9.8068,0.4882,5,5,CSplus1,HC,94
7,3,2.3255,0.3893,0.0059,2.3717,2.908,9.9394,2,1.8255,1.7274,10.0047,0.4833,5,5,CSplusUS1,HC,94
8,0,   NaN,0.0,0.0,0.0,0.0192,10.0559,0,   NaN,0.0,10.0862,0.0013,5,5,CSminus1,HC,94
9,1,4.4355,0.595,0.0035,1.3946,2.2921,9.8059,1,3.0455,0.8719,9.8468,0.2145,5,5,CSplus1,HC,94
10,1,2.2155,0.0359,0.0008,0.3029,1.3762,9.9419,2,1.9555,0.6317,9.971,0.0386,5,5,CSminus1,HC,94
11,1,3.9255,0.055,0.0031,1.2505,3.4296,9.8833,2,3.3455,1.7211,9.907,0.2276,5,5,CSplusUS1,HC,94
12,1,2.7755,0.1066,0.0008,0.3147,0.4645,10.0299,1,2.2655,0.0966,10.0975,0.0966,5,5,CSplus1,HC,94
13,1,3.8455,0.0236,0.0002,0.093,0.1295,9.9094,1,3.8655,0.0115,9.9281,0.0106,5,5,CSminus1,HC,94
14,1,4.4155,0.8999,0.0061,2.4322,3.111,9.7488,1,2.2655,0.9421,9.8155,0.4384,5,5,CSplus1,HC,94
15,1,4.0155,0.0314,0.0002,0.0845,0.1474,9.8354,1,4.0155,0.0162,9.8726,0.014,5,5,CSminus1,HC,94
16,0,   NaN,0.0,0.0012,0.4884,1.3185,9.6378,1,3.6955,0.45,9.6467,0.0464,5,5,CSplus1,HC,94
17,2,2.0555,0.1086,0.0025,1.005,2.194,9.6483,4,1.6155,1.7721,9.6866,0.1756,5,5,CSplusUS1,HC,94
18,1,1.2155,0.0105,0.0003,0.1249,0.0607,9.8707,0,   NaN,0.0,9.9507,0.0011,5,5,CSminus1,HC,94
19,1,1.4355,0.0108,0.0005,0.199,0.1374,9.6569,0,   NaN,0.0,9.6917,0.0024,5,5,CSminus1,HC,94
20,1,2.4655,0.0111,0.0001,0.0584,0.0677,9.5446,0,   NaN,0.0,9.5588,0.0052,5,5,CSplus1,HC,94
21,0,   NaN,0.0,0.0001,0.0465,0.1234,9.4054,1,4.4955,0.265,9.4142,0.0026,5,5,CSplus1,HC,94
22,0,   NaN,0.0,0.0001,0.0357,0.0327,9.3548,0,   NaN,0.0,9.3814,0.0033,5,5,CSminus1,HC,94
23,0,   NaN,0.0,0.0001,0.0337,0.0222,9.2274,0,   NaN,0.0,9.2332,0.0026,5,5,CSplus1,HC,94
24,0,   NaN,0.0,0.0001,0.0221,0.0233,9.102,0,   NaN,0.0,9.1095,0.0025,5,5,CSminus1,HC,94
25,1,3.1855,0.0114,0.0001,0.0261,0.5988,8.9662,2,3.3855,0.1655,8.996,0.0888,5,5,CSplusUS1,HC,94
26,2,0.9655,0.0736,0.0007,0.2834,0.243,9.4339,1,3.8755,0.0408,9.5292,0.0179,5,5,CSplus1,HC,94
27,0,   NaN,0.0,0.0001,0.0506,0.0237,9.3834,0,   NaN,0.0,9.3923,0.0017,5,5,CSminus1,HC,94
28,0,   NaN,0.0,0.0003,0.1244,0.4142,9.274,1,4.2645,0.283,9.2812,0.0064,5,5,CSplus1,HC,94
29,0,   NaN,0.0,0.0002,0.0777,0.2914,9.2692,1,4.2155,0.3379,9.2887,0.008,5,5,CSplus1,HC,94
30,0,   NaN,0.0,0.0,0.0184,0.0199,9.2822,0,   NaN,0.0,9.3066,0.0021,5,5,CSminus1,HC,94
1,1,0.7945,0.8271,0.0043,1.7372,2.3191,13.8249,2,3.7445,0.1409,14.7149,0.3664,5,5,CSplusUS1,VCC,112
2,1,4.1345,1.198,0.0075,2.9979,3.4036,14.751,1,3.2845,1.1891,15.1939,1.0754,5,5,CSplus1,VCC,112
3,2,2.4745,0.1042,0.001,0.3864,0.1952,14.6544,0,   NaN,0.0,14.8407,0.001,5,5,CSminus1,VCC,112
4,1,2.5065,1.5294,0.0133,5.3334,3.9897,14.5127,2,1.4265,1.5325,15.3196,1.5024,5,5,CSplusUS1,VCC,112
5,1,1.7575,0.7294,0.0065,2.5953,1.9832,14.4617,2,1.0175,0.8351,15.1326,0.5028,5,5,CSminus1,VCC,112
6,3,0.7375,1.5517,0.0121,4.8401,2.1382,14.3668,0,   NaN,0.0,14.933,1.1465,5,5,CSplus1,VCC,112
