Event.Nr,CDA.nSCR,CDA.Latency,CDA.AmpSum,CDA.SCR,CDA.ISCR,CDA.PhasicMax,CDA.Tonic,TTP.nSCR,TTP.Latency,TTP.AmpSum,Global.Mean,Global.MaxDeflection,Event.NID,Event.Name,Condition,group,sub
31,3,0.7105,0.1891,0.0003,0.1359,6.5001,5.8118,1,3.5305,0.4848,5.8859,0.4848,5,5,CSminusUS2,HC,189
32,5,0.8305,0.199,0.0022,0.8704,0.376,6.922,0,   NaN,0.0,7.4603,0.0,5,5,CSplus2,HC,189
33,1,0.9605,0.0109,0.0004,0.167,0.197,6.7032,0,   NaN,0.0,6.7675,0.0,5,5,CSminus2,HC,189
34,1,3.4805,0.1214,0.0005,0.2158,4.2607,6.6449,2,3.5105,0.3242,6.7323,0.3082,5,5,CSminusUS2,HC,189
35,1,3.1305,2.0312,0.0249,9.9452,5.8388,9.3975,1,2.3705,1.5892,10.5627,1.4179,5,5,CSplus2,HC,189
36,2,1.2505,4.7297,0.0505,20.1831,8.2123,9.542,0,   NaN,0.0,10.8347,3.7095,5,5,CSminus2,HC,189
37,1,2.7105,3.0971,0.0378,15.1285,12.1464,11.9808,1,2.2305,2.885,13.6861,2.3936,5,5,CSplus2,HC,189
38,1,2.5405,4.9472,0.0657,26.2965,15.6351,11.21,1,1.4505,5.2644,12.9939,4.9502,5,5,CSminus2,HC,189
39,1,2.8495,3.5705,0.045,18.0091,12.4637,10.9703,1,2.1395,3.2505,12.8475,2.9488,5,5,CSminus2,HC,189
40,1,3.1395,3.1016,0.04,15.9871,7.8865,10.3861,1,1.9095,3.6288,11.2046,2.7686,5,5,CSplus2,HC,189
41,3,2.7795,3.1706,0.037,14.8095,10.3732,10.3393,1,2.0395,5.5241,11.3002,2.9265,5,5,CSminusUS2,HC,189
42,1,2.9195,2.0508,0.0262,10.48,5.828,9.4551,1,2.0395,1.6933,10.1335,1.6015,5,5,CSminus2,HC,189
43,2,2.6395,2.6331,0.031,12.3862,7.8188,8.8193,1,1.5995,2.4444,9.6786,2.3874,5,5,CSplus2,HC,189
44,4,1.2095,1.2839,0.0143,5.7087,5.1593,8.8013,3,0.8795,5.0229,9.2128,1.0051,5,5,CSminusUS2,HC,189
45,2,2.5795,0.6686,0.0073,2.9148,1.7181,9.0728,1,2.3995,0.5167,9.2402,0.4271,5,5,CSminus2,HC,189
46,1,2.8895,0.5959,0.0092,3.6731,1.9583,8.3882,1,2.0095,1.1413,8.5619,0.5874,5,5,CSplus2,HC,189
47,2,2.5695,0.5409,0.0056,2.2456,1.6033,8.2851,1,2.9195,0.4936,8.3969,0.2774,5,5,CSplus2,HC,189
48,1,2.5295,1.247,0.0156,6.2535,3.8968,8.1586,1,1.7895,1.2908,8.5607,1.2264,5,5,CSminus2,HC,189
49,3,1.4185,0.3349,0.004,1.6197,1.0604,8.1469,1,2.0585,0.2067,8.3692,0.2067,5,5,CSplus2,HC,189
50,3,2.7285,0.8882,0.01,4.018,5.7625,8.0633,3,1.9285,4.5458,8.2923,0.9311,5,5,CSminusUS2,HC,189
51,2,2.6185,0.2199,0.0024,0.9636,0.685,8.4451,1,2.8585,0.0324,8.6944,0.0336,5,5,CSminus2,HC,189
52,1,2.6685,0.7283,0.0094,3.7695,2.1673,7.8745,1,1.7785,0.7339,8.1163,0.6934,5,5,CSplus2,HC,189
53,2,2.5185,0.1017,0.0027,1.0685,1.5693,7.9214,1,2.2385,0.6216,7.9748,0.128,5,5,CSminus2,HC,189
54,2,2.4285,1.5529,0.0182,7.2778,4.8594,7.9582,1,1.6185,1.4688,8.5442,1.4408,5,5,CSminus2,HC,189
55,2,2.2785,0.8162,0.0097,3.8963,2.7009,8.0741,1,1.5785,0.7323,8.3905,0.7323,5,5,CSplus2,HC,189
56,2,2.5985,0.7449,0.008,3.2065,4.7691,8.0161,3,1.9785,4.8276,8.269,0.7079,5,5,CSminusUS2,HC,189
57,3,2.4585,0.0526,0.0004,0.178,0.237,8.5786,0,   NaN,0.0,8.6818,0.0,5,5,CSplus2,HC,189
58,2,2.5685,1.2149,0.0144,5.7775,3.356,7.8998,1,1.6885,1.2406,8.2432,1.0858,5,5,CSminus2,HC,189
59,1,3.9975,0.3109,0.003,1.215,1.1738,7.9406,1,3.1675,0.3117,8.0177,0.1628,5,5,CSplus2,HC,189
60,1,2.3875,1.2648,0.0177,7.0889,4.3486,8.2448,1,1.7975,1.5142,8.9449,1.1529,5,5,CSminus2,HC,189
61,3,2.6775,1.169,0.0127,5.0964,6.7912,8.1375,3,1.9775,4.6643,8.3791,0.8846,5,5,CSminusUS2,HC,189
62,1,2.5175,0.0113,0.0004,0.1709,0.161,8.4692,0,   NaN,0.0,8.6866,0.0,5,5,CSplus2,HC,189
63,0,   NaN,0.0,0.0004,0.1668,0.3142,7.9365,1,4.3675,0.0682,7.9384,0.0007,5,5,CSplus2,HC,189
64,1,2.3975,1.4599,0.0221,8.8332,4.5875,7.7896,1,1.1975,2.2075,8.4025,1.6381,5,5,CSminus2,HC,189
65,2,2.3975,1.5947,0.0186,7.4506,4.5744,8.8474,1,1.8975,1.532,9.5156,1.2039,5,5,CSminus2,HC,189
66,2,2.3875,0.8124,0.0096,3.8408,2.7506,8.3808,1,1.7175,0.7009,8.6821,0.7006,5,5,CSplus2,HC,189
67,1,2.4675,1.6624,0.0235,9.382,5.4458,8.2269,1,1.6575,2.3319,8.865,1.7525,5,5,CSminus2,HC,189
68,1,1.0175,0.0118,0.0001,0.0319,0.1229,8.271,0,   NaN,0.0,8.5042,0.0,5,5,CSplus2,HC,189
69,1,2.1865,1.4075,0.0229,9.1457,4.2635,8.2473,1,1.1265,2.3328,8.9586,1.6403,5,5,CSminus2,HC,189
31,2,2.3375,0.1117,0.0009,0.3573,1.3601,13.2012,3,1.7575,1.6079,13.2445,0.2214,5,5,CSminusUS2,VCC,86
32,0,   NaN,0.0,0.0,0.0,0.0925,13.4972,0,   NaN,0.0,13.552,0.0001,5,5,CSplus2,VCC,86
33,2,2.4975,0.8148,0.0055,2.1805,2.4397,13.36,1,1.7575,0.8281,13.4298,0.4064,5,5,CSminus2,VCC,86
34,2,2.1875,0.3952,0.0034,1.3794,1.3107,13.5639,1,1.9775,0.3908,13.6144,0.2946,5,5,CSplus2,VCC,86
35,0,   NaN,0.0,0.0,0.0101,0.2675,13.5319,3,3.1575,0.1346,13.5443,0.0623,5,5,CSminusUS2,VCC,86
36,0,   NaN,0.0,0.0001,0.0267,0.2849,13.6718,0,   NaN,0.0,13.7008,0.0014,5,5,CSminus2,VCC,86
37,0,   NaN,0.0,0.0001,0.0399,0.0908,13.6454,0,   NaN,0.0,13.6575,0.0052,5,5,CSplus2,VCC,86
38,1,2.3375,0.1663,0.0018,0.7019,0.9427,13.6207,2,1.8075,0.6861,13.7074,0.1728,5,5,CSminus2,VCC,86
39,2,2.6375,0.1198,0.0019,0.754,1.3375,13.687,1,2.1975,0.7664,13.7273,0.1382,5,5,CSminus2,VCC,86
40,0,   NaN,0.0,0.0001,0.0238,0.0974,13.7046,1,4.4675,0.1403,13.7282,0.0025,5,5,CSplus2,VCC,86
41,1,3.8875,0.611,0.0052,2.0962,2.2851,13.6801,1,3.1975,0.7817,13.7419,0.4356,5,5,CSminus2,VCC,86
42,2,3.4975,0.175,0.0017,0.6813,1.2346,13.7861,3,3.2475,1.4398,13.8188,0.1587,5,5,CSminusUS2,VCC,86
43,1,2.7975,0.0302,0.0002,0.0811,0.1151,13.8724,0,   NaN,0.0,13.9362,0.0025,5,5,CSplus2,VCC,86
44,3,2.1875,0.0788,0.0003,0.1039,1.2333,13.7343,3,1.9575,0.229,13.7694,0.1182,5,5,CSminusUS2,VCC,86
45,0,   NaN,0.0,0.002,0.8138,2.4688,13.9833,1,4.0675,0.6328,14.0292,0.0759,5,5,CSminus2,VCC,86
46,1,1.9675,0.3583,0.0028,1.1028,1.647,13.9671,1,1.5175,0.3564,14.154,0.3564,5,5,CSplus2,VCC,86
47,2,2.7475,0.2469,0.0022,0.8894,0.5943,13.9622,1,2.2475,0.2204,14.0289,0.2189,5,5,CSplus2,VCC,86
48,1,3.7575,0.3557,0.0037,1.4925,1.5967,13.8505,1,3.2475,0.8906,13.9098,0.3092,5,5,CSminus2,VCC,86
49,2,2.2875,0.0587,0.0003,0.1335,0.2035,13.9303,2,2.1375,0.3069,13.9479,0.0151,5,5,CSplus2,VCC,86
50,2,2.3075,0.5567,0.0049,1.9449,3.6722,13.9165,4,1.1575,1.7769,14.0291,0.3892,5,5,CSminusUS2,VCC,86
51,1,2.3375,0.0115,0.0001,0.0222,0.0874,14.0914,0,   NaN,0.0,14.1073,0.0011,5,5,CSminus2,VCC,86
52,2,2.7475,0.0551,0.0006,0.2242,0.2182,13.8868,1,2.5575,0.0202,13.9188,0.0216,5,5,CSplus2,VCC,86
53,1,3.4575,0.2709,0.0049,1.969,2.0579,13.8147,1,1.6575,0.9747,13.9019,0.3942,5,5,CSminus2,VCC,86
54,0,   NaN,0.0,0.0003,0.1112,0.6062,13.9537,1,4.2485,0.4716,13.9773,0.0041,5,5,CSminus2,VCC,86
55,2,2.4485,0.5476,0.0045,1.8052,2.0083,13.9541,1,2.0385,0.5503,14.0087,0.3486,5,5,CSplus2,VCC,86
56,3,2.3985,0.156,0.0012,0.4879,2.063,13.9853,2,2.2785,1.5652,14.028,0.1553,5,5,CSminusUS2,VCC,86
57,1,4.3685,0.091,0.0006,0.2529,0.4198,14.1719,1,3.9485,0.0675,14.2332,0.0217,5,5,CSplus2,VCC,86
58,2,3.2485,0.9046,0.0076,3.0337,2.5205,14.0438,1,2.2485,1.024,14.1634,0.6484,5,5,CSminus2,VCC,86
59,0,   NaN,0.0,0.0001,0.0201,0.0599,14.1817,0,   NaN,0.0,14.2122,0.0005,5,5,CSplus2,VCC,86
60,0,   NaN,0.0,0.0003,0.1122,0.6988,14.0569,1,4.4785,0.6511,14.0702,0.0037,5,5,CSminus2,VCC,86
61,0,   NaN,0.0,0.0025,0.9856,1.5427,14.094,1,3.3685,0.5662,14.1338,0.152,5,5,CSminus2,VCC,86
62,1,2.4985,0.0211,0.0007,0.2838,0.854,14.1501,2,2.0185,0.315,14.1629,0.0301,5,5,CSplus2,VCC,86
63,2,1.3685,0.026,0.0001,0.0445,0.0814,14.1323,0,   NaN,0.0,14.151,0.0126,5,5,CSplus2,VCC,86
64,3,2.2785,0.717,0.0066,2.6556,3.7227,14.0948,2,1.7585,1.9478,14.2994,0.6609,5,5,CSminusUS2,VCC,86
65,0,   NaN,0.0,0.0001,0.0408,0.0926,14.3842,0,   NaN,0.0,14.4399,0.0,5,5,CSplus2,VCC,86
66,0,   NaN,0.0,0.0012,0.4782,0.7446,14.1517,1,3.2585,0.3364,14.2075,0.0565,5,5,CSminus2,VCC,86
67,0,   NaN,0.0,0.0015,0.6113,1.7515,14.2366,1,3.3685,0.5582,14.2625,0.068,5,5,CSminus2,VCC,86
68,1,0.8385,0.0103,0.0002,0.0728,0.0924,14.2412,0,   NaN,0.0,14.2799,0.0019,5,5,CSplus2,VCC,86
69,1,3.6185,0.1018,0.0016,0.6334,0.6929,14.1254,1,3.0085,0.5751,14.1559,0.1068,5,5,CSminus2,VCC,86
31,1,2.5015,4.0771,0.0567,22.6656,12.8893,13.1124,1,1.3415,4.3862,15.0859,4.3862,4,4,CSminusUS2,VPTSD,205
32,2,0.6275,0.0527,0.0006,0.2422,0.1577,15.0406,0,   NaN,0.0,15.4349,0.003,2,2,CSplus2,VPTSD,205
33,3,1.2475,0.0621,0.0006,0.2582,0.1112,14.9703,0,   NaN,0.0,14.9986,0.0062,2,2,CSminus2,VPTSD,205
34,1,2.3215,2.6807,0.0354,14.1679,10.6086,14.6073,1,1.3315,2.6837,16.0709,2.6837,4,4,CSminusUS2,VPTSD,205
35,1,2.9075,0.0202,0.0003,0.1359,0.0943,15.3978,0,   NaN,0.0,15.6124,0.0056,2,2,CSplus2,VPTSD,205
36,1,4.0675,0.0222,0.0005,0.1849,0.1156,15.0981,0,   NaN,0.0,15.135,0.0046,2,2,CSminus2,VPTSD,205
37,1,3.9275,0.0296,0.0004,0.1643,0.1177,14.7408,0,   NaN,0.0,14.7645,0.0072,2,2,CSplus2,VPTSD,205
38,0,   NaN,0.0,0.0002,0.0797,0.0358,14.3771,0,   NaN,0.0,14.3937,0.003,2,2,CSminus2,VPTSD,205
39,2,3.2575,0.0435,0.0006,0.2222,0.1386,13.9788,0,   NaN,0.0,14.0036,0.0065,2,2,CSminus2,VPTSD,205
40,1,2.9675,0.0594,0.0008,0.3344,0.2205,13.6219,1,2.7175,0.0158,13.6576,0.0267,2,2,CSplus2,VPTSD,205
41,1,2.3915,3.2554,0.0447,17.8995,11.3091,13.3981,1,1.2715,3.453,15.1067,3.453,4,4,CSminusUS2,VPTSD,205
42,2,0.8285,0.1402,0.0014,0.5721,0.2718,14.8865,0,   NaN,0.0,15.2111,0.0204,2,2,CSminus2,VPTSD,205
43,0,   NaN,0.0,0.0003,0.1102,0.0535,14.8351,0,   NaN,0.0,14.8435,0.0049,2,2,CSplus2,VPTSD,205
44,1,2.2605,3.3886,0.0462,18.4738,12.9301,14.475,1,1.2705,3.4006,16.3475,3.4006,4,4,CSminusUS2,VPTSD,205
45,1,0.6585,0.0134,0.0002,0.0824,0.0689,15.5577,0,   NaN,0.0,15.8241,0.002,2,2,CSminus2,VPTSD,205
46,1,3.4985,0.0761,0.0011,0.4432,0.2808,15.2979,1,3.2485,0.0185,15.3354,0.0304,2,2,CSplus2,VPTSD,205
47,0,   NaN,0.0,0.0002,0.0698,0.0353,14.9532,0,   NaN,0.0,14.9969,0.0024,2,2,CSplus2,VPTSD,205
48,2,1.5985,0.1639,0.0016,0.6345,0.3273,14.6077,2,1.3285,0.0243,14.6646,0.0276,2,2,CSminus2,VPTSD,205
49,0,   NaN,0.0,0.0001,0.0251,0.045,14.2764,0,   NaN,0.0,14.3077,0.0041,2,2,CSplus2,VPTSD,205
50,1,2.3305,3.0756,0.0416,16.6509,11.7716,14.2036,1,1.2205,3.4051,15.8421,3.4051,4,4,CSminusUS2,VPTSD,205
51,0,   NaN,0.0,0.0,0.0046,0.04,15.3079,0,   NaN,0.0,15.5514,0.0033,2,2,CSminus2,VPTSD,205
52,0,   NaN,0.0,0.0002,0.0726,0.0629,15.1076,0,   NaN,0.0,15.1287,0.0036,2,2,CSplus2,VPTSD,205
53,2,0.8995,0.0926,0.0009,0.3585,0.2561,14.8198,1,3.8995,0.0249,14.8819,0.0262,2,2,CSminus2,VPTSD,205
54,0,   NaN,0.0,0.0002,0.0674,0.0893,14.55,0,   NaN,0.0,14.5588,0.0067,2,2,CSminus2,VPTSD,205
55,0,   NaN,0.0,0.0002,0.0645,0.0437,14.1871,0,   NaN,0.0,14.2005,0.006,2,2,CSplus2,VPTSD,205
56,1,2.4005,2.913,0.0396,15.853,10.4778,13.8681,1,1.3905,3.0518,15.3884,3.0581,4,4,CSminusUS2,VPTSD,205
57,2,1.0095,0.0357,0.0005,0.2108,0.121,14.9536,0,   NaN,0.0,15.2505,0.0011,2,2,CSplus2,VPTSD,205
58,1,0.6395,0.0129,0.0004,0.1665,0.0556,14.7744,0,   NaN,0.0,14.8138,0.0036,2,2,CSminus2,VPTSD,205
59,2,2.1295,0.0517,0.0005,0.1979,0.122,14.5263,0,   NaN,0.0,14.5478,0.0076,2,2,CSplus2,VPTSD,205
60,1,2.9205,0.0777,0.001,0.3963,0.3028,14.2671,2,2.5505,0.0415,14.3033,0.0545,2,2,CSminus2,VPTSD,205
61,1,2.3805,3.442,0.047,18.7936,12.4522,14.0761,1,1.3605,3.6307,15.8694,3.6307,4,4,CSminusUS2,VPTSD,205
62,1,2.1105,0.0104,0.0005,0.1985,0.1173,15.3182,0,   NaN,0.0,15.6302,0.0016,2,2,CSplus2,VPTSD,205
63,1,4.3405,0.0143,0.0004,0.1657,0.0721,15.1416,0,   NaN,0.0,15.1638,0.0032,2,2,CSplus2,VPTSD,205
64,1,3.5905,0.0277,0.0003,0.1383,0.1109,14.8646,0,   NaN,0.0,14.8894,0.0077,2,2,CSminus2,VPTSD,205
65,1,3.5705,0.0319,0.0004,0.1792,0.1049,14.5454,0,   NaN,0.0,14.5649,0.004,2,2,CSminus2,VPTSD,205
66,2,0.5805,0.1539,0.0013,0.5062,0.2984,14.2314,3,3.8505,0.0394,14.334,0.0325,2,2,CSplus2,VPTSD,205
67,2,0.5505,0.1204,0.0012,0.4879,0.4332,14.0646,1,3.1905,0.0722,14.112,0.0811,2,2,CSminus2,VPTSD,205
68,0,   NaN,0.0,0.0001,0.0361,0.0268,13.8253,0,   NaN,0.0,13.8331,0.003,2,2,CSplus2,VPTSD,205
69,2,2.8405,0.2571,0.0025,0.9848,0.6335,13.5613,2,2.2305,0.1983,13.6218,0.183,2,2,CSminus2,VPTSD,205
31,3,0.8515,0.1609,0.0009,0.3531,1.4859,22.5,2,1.7515,0.3303,22.6075,0.2707,5,5,CSminusUS2,VCC,71
32,3,0.9315,0.0899,0.0009,0.3553,0.1567,23.0334,0,   NaN,0.0,23.2351,0.0001,5,5,CSplus2,VCC,71
33,1,4.2515,0.0273,0.0003,0.1318,0.1612,22.8817,0,   NaN,0.0,22.8947,0.008,5,5,CSminus2,VCC,71
34,4,0.9315,0.2096,0.0018,0.7379,1.6651,22.5446,2,2.5915,0.3117,22.6731,0.2855,5,5,CSminusUS2,VCC,71
35,3,1.4115,0.0612,0.0006,0.2489,0.143,23.1379,0,   NaN,0.0,23.2795,0.0002,5,5,CSplus2,VCC,71
36,3,0.5715,0.0744,0.0007,0.2839,0.1522,22.8567,0,   NaN,0.0,22.9055,0.01,5,5,CSminus2,VCC,71
37,1,1.3915,0.0273,0.0004,0.1554,0.154,22.6245,0,   NaN,0.0,22.6627,0.0089,5,5,CSplus2,VCC,71
38,2,2.2215,0.4848,0.0043,1.718,1.0153,22.4137,1,1.5515,0.4259,22.551,0.4058,5,5,CSminus2,VCC,71
39,0,   NaN,0.0,0.0001,0.0255,0.0995,22.4057,1,4.2215,0.6569,22.4337,0.0044,5,5,CSminus2,VCC,71
40,0,   NaN,0.0,0.0002,0.0806,0.0692,22.3676,0,   NaN,0.0,22.413,0.0019,5,5,CSplus2,VCC,71
41,4,0.7215,0.2103,0.0015,0.5896,1.7163,22.0233,1,3.4515,0.2912,22.1777,0.2912,5,5,CSminusUS2,VCC,71
42,4,0.9715,0.1136,0.0011,0.4285,0.18,22.3804,0,   NaN,0.0,22.5927,0.0002,5,5,CSminus2,VCC,71
43,3,1.1515,0.0424,0.0005,0.184,0.109,22.2169,0,   NaN,0.0,22.2583,0.003,5,5,CSplus2,VCC,71
44,4,0.8225,0.216,0.0017,0.6856,1.6934,21.9539,1,3.4525,0.2829,22.1478,0.2829,5,5,CSminusUS2,VCC,71
45,2,2.4025,0.0248,0.0004,0.1786,0.0868,22.4656,0,   NaN,0.0,22.5586,0.0003,5,5,CSminus2,VCC,71
46,4,1.1925,0.0686,0.0007,0.2645,0.1152,22.2132,0,   NaN,0.0,22.3255,0.0029,5,5,CSplus2,VCC,71
47,0,   NaN,0.0,0.0001,0.0432,0.0625,22.0167,0,   NaN,0.0,22.0323,0.0012,5,5,CSplus2,VCC,71
48,1,1.6015,0.0116,0.0003,0.1199,0.0618,21.7961,0,   NaN,0.0,21.8392,0.0015,5,5,CSminus2,VCC,71
49,2,1.6615,0.0743,0.0012,0.4663,0.5541,21.6352,2,1.8115,0.1804,21.6726,0.0604,5,5,CSplus2,VCC,71
50,4,0.6125,0.205,0.0012,0.4774,1.6905,21.3,1,3.4425,0.2976,21.5076,0.2976,5,5,CSminusUS2,VCC,71
51,1,1.0525,0.0116,0.0,0.0159,0.0888,21.8926,0,   NaN,0.0,22.001,0.0009,5,5,CSminus2,VCC,71
52,1,3.6425,0.0686,0.0007,0.2953,0.2704,21.7037,1,3.4025,0.04,21.7394,0.0373,5,5,CSplus2,VCC,71
53,1,1.7925,0.0453,0.0004,0.1629,0.1669,21.5495,1,1.6825,0.0276,21.5748,0.0281,5,5,CSminus2,VCC,71
54,3,0.7425,0.2581,0.0025,0.981,0.6996,21.2879,1,1.3225,0.1478,21.4555,0.151,5,5,CSminus2,VCC,71
55,6,0.8825,0.2237,0.002,0.7832,0.2716,21.4493,0,   NaN,0.0,21.8133,0.0003,5,5,CSplus2,VCC,71
56,2,2.1825,0.5008,0.0043,1.7334,1.616,21.3999,2,1.5325,0.7291,21.6294,0.5522,5,5,CSminusUS2,VCC,71
57,2,1.6425,0.0356,0.0004,0.1709,0.0998,21.972,0,   NaN,0.0,22.0599,0.0017,5,5,CSplus2,VCC,71
58,1,4.0425,0.2143,0.0015,0.6167,0.741,21.7248,2,0.5525,0.2065,21.7744,0.1108,5,5,CSminus2,VCC,71
59,1,0.8325,0.0116,0.0003,0.1039,0.0705,21.5901,0,   NaN,0.0,21.6423,0.0011,5,5,CSplus2,VCC,71
60,6,0.6225,0.0871,0.0007,0.2725,0.1122,21.4264,0,   NaN,0.0,21.5403,0.0037,5,5,CSminus2,VCC,71
61,3,1.2725,0.1706,0.0014,0.5749,1.6787,21.0963,1,3.4425,0.3049,21.2377,0.3049,5,5,CSminusUS2,VCC,71
62,3,1.0125,0.0615,0.0008,0.3022,0.1602,21.3502,0,   NaN,0.0,21.5235,0.0021,5,5,CSplus2,VCC,71
63,4,0.8125,0.0944,0.0008,0.3303,0.244,21.1762,1,3.6125,0.023,21.2154,0.0219,5,5,CSplus2,VCC,71
64,0,   NaN,0.0,0.0002,0.0959,0.078,20.9778,0,   NaN,0.0,20.9962,0.003,5,5,CSminus2,VCC,71
65,0,   NaN,0.0,0.0001,0.0447,0.0761,20.7241,0,   NaN,0.0,20.7654,0.0024,5,5,CSminus2,VCC,71
66,1,1.9125,0.0111,0.0002,0.0619,0.0603,20.8185,0,   NaN,0.0,20.9044,0.0005,5,5,CSplus2,VCC,71
67,0,   NaN,0.0,0.0002,0.0659,0.0611,20.6268,0,   NaN,0.0,20.6447,0.0018,5,5,CSminus2,VCC,71
68,1,0.7425,0.0159,0.0003,0.1049,0.1473,20.559,0,   NaN,0.0,20.6164,0.0067,5,5,CSplus2,VCC,71
69,1,0.7325,0.0328,0.0002,0.0943,0.1421,20.4842,0,   NaN,0.0,20.5394,0.0112,5,5,CSminus2,VCC,71
31,1,1.8415,0.2815,0.0013,0.5134,1.2907,14.6116,4,1.4815,0.5447,14.8439,0.4303,5,5,CSminusUS2,VPTSD,87
32,1,2.0815,0.1146,0.0006,0.2238,0.4926,15.2601,1,2.2615,0.0205,15.5109,0.0227,5,5,CSplus2,VPTSD,87
33,1,2.1415,0.873,0.0075,2.9934,2.7079,14.6373,1,1.5215,0.8652,15.0598,0.8652,5,5,CSminus2,VPTSD,87
34,2,1.9515,0.4165,0.0033,1.3005,1.7152,14.6438,1,1.5615,0.352,14.8539,0.352,5,5,CSplus2,VPTSD,87
35,3,2.4815,1.4022,0.0122,4.8994,2.8004,14.484,2,1.3915,1.4453,14.9552,1.2745,5,5,CSminusUS2,VPTSD,87
36,2,1.8915,0.5718,0.0047,1.8787,2.0507,15.1099,1,1.3415,0.508,15.41,0.508,5,5,CSminus2,VPTSD,87
37,2,1.9315,0.2925,0.0024,0.9613,1.1883,14.7197,1,1.6515,0.21,14.9059,0.21,5,5,CSplus2,VPTSD,87
38,2,2.2115,0.7038,0.009,3.5868,3.4708,14.4596,1,1.6615,1.6015,14.7215,0.786,5,5,CSminus2,VPTSD,87
39,2,1.7815,1.409,0.0134,5.379,3.2614,14.6865,2,1.2415,1.5839,15.3128,1.2165,5,5,CSminus2,VPTSD,87
40,2,1.8715,0.3157,0.0025,0.9824,0.7486,14.713,1,1.6315,0.2971,14.8617,0.2971,5,5,CSplus2,VPTSD,87
41,2,1.6815,0.4991,0.0041,1.6359,1.2992,14.8172,1,1.3615,0.4543,15.0894,0.5027,5,5,CSminus2,VPTSD,87
42,3,0.8815,0.4185,0.0028,1.1073,1.3922,14.8936,3,0.7015,0.6498,15.0774,0.4347,5,5,CSminusUS2,VPTSD,87
43,2,0.9815,0.1885,0.0016,0.6298,0.5086,15.0683,1,0.7615,0.0619,15.2019,0.0619,5,5,CSplus2,VPTSD,87
44,3,1.5715,0.1988,0.0014,0.5685,1.9061,14.607,3,1.5015,3.5948,14.6381,0.2975,5,5,CSminusUS2,VPTSD,87
45,2,1.8115,0.6417,0.005,2.0021,2.2069,15.0139,2,1.4715,0.5171,15.3613,0.513,5,5,CSminus2,VPTSD,87
46,1,1.6215,0.3837,0.0031,1.227,1.6857,14.6025,1,1.2515,0.3619,14.8111,0.3619,5,5,CSplus2,VPTSD,87
47,2,2.4715,0.0401,0.0003,0.1379,0.1057,14.3647,0,   NaN,0.0,14.5058,0.0,5,5,CSplus2,VPTSD,87
48,2,2.3815,0.0504,0.0005,0.1921,0.1548,14.1307,1,3.1115,0.0205,14.1503,0.0258,5,5,CSminus2,VPTSD,87
49,2,1.5915,0.5062,0.004,1.6167,1.5793,14.029,2,1.2215,0.4625,14.1328,0.3659,5,5,CSplus2,VPTSD,87
50,2,3.2115,0.2268,0.0033,1.3152,2.1079,14.0265,3,3.3215,3.7617,14.0661,0.3822,5,5,CSminusUS2,VPTSD,87
51,1,2.1715,0.1163,0.0007,0.295,0.5546,14.8199,1,1.9715,0.0634,14.9294,0.0634,5,5,CSminus2,VPTSD,87
52,1,1.6015,0.578,0.005,1.9876,2.3854,14.5909,1,1.0615,0.5165,14.9847,0.5165,5,5,CSplus2,VPTSD,87
53,1,2.6915,0.426,0.0035,1.4031,1.5837,14.5212,1,1.7115,0.422,14.695,0.4229,5,5,CSminus2,VPTSD,87
54,1,1.6715,0.8044,0.0067,2.6979,3.2607,14.4634,1,1.2515,0.8142,14.9175,0.8142,5,5,CSminus2,VPTSD,87
55,3,1.0115,0.6274,0.0052,2.0929,2.167,14.5038,2,0.8815,0.5916,14.6667,0.5727,5,5,CSplus2,VPTSD,87
56,3,1.8815,0.7475,0.0069,2.7581,1.8084,14.5706,2,1.5315,3.7012,14.8635,0.769,5,5,CSminusUS2,VPTSD,87
57,2,0.8815,0.1202,0.0006,0.2558,0.3163,14.9382,0,   NaN,0.0,15.0358,0.0142,5,5,CSplus2,VPTSD,87
58,2,1.5515,0.1192,0.001,0.3879,0.4245,14.3364,1,1.3015,0.0818,14.4001,0.0889,5,5,CSminus2,VPTSD,87
59,3,1.4825,0.4845,0.004,1.6183,1.2207,14.1855,1,1.2125,0.3898,14.394,0.3898,5,5,CSplus2,VPTSD,87
60,2,1.5725,0.4051,0.0032,1.2915,1.2892,14.2482,1,1.1925,0.2877,14.5699,0.2877,5,5,CSminus2,VPTSD,87
61,2,1.9425,1.589,0.0133,5.3321,3.7394,14.197,1,1.5225,1.4901,14.5953,1.4398,5,5,CSminus2,VPTSD,87
62,2,2.0125,0.8812,0.007,2.8023,2.0601,14.3865,2,1.5825,0.8795,14.599,0.6688,5,5,CSplus2,VPTSD,87
63,3,1.7625,0.9332,0.0072,2.865,1.8194,14.4118,2,1.3225,0.6938,14.683,0.563,5,5,CSplus2,VPTSD,87
64,1,2.0025,0.1021,0.0002,0.0602,0.9719,14.3634,4,1.8625,0.4004,14.4906,0.2195,5,5,CSminusUS2,VPTSD,87
65,1,1.7425,0.0484,0.0004,0.1436,0.208,14.6313,0,   NaN,0.0,14.7608,0.0007,5,5,CSplus2,VPTSD,87
66,2,0.9425,0.0955,0.0009,0.3617,0.2913,14.1152,2,2.0725,0.0337,14.2121,0.0382,5,5,CSminus2,VPTSD,87
67,1,2.0625,0.1348,0.0012,0.4928,0.547,13.979,1,1.7525,0.118,14.0622,0.1201,5,5,CSminus2,VPTSD,87
